name,original_names,services,location_count,brand,state,city,address,postcode,lat,lon,phone,website,opening_hours,type,id
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Socorro,10301 Alameda Avenue,79927,31.654756218181817,-106.28827063636362,+1 915-245-3488,https://www.walmart.com/store/5960-socorro-tx,Mo-Su 06:00-24:00,way,734925153
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,,,,,31.67224286190476,-106.38650356190476,,,,way,1344695882
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Horizon City,13900 Horizon Boulevard,79928,31.679865044000003,-106.200438796,+1 915-206-6199,https://www.walmart.com/store/3136-horizon-city-tx,24/7,way,518867785
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,El Paso,9441 Alameda Avenue,79907,31.68287082380953,-106.31165381190476,+1 915-860-7171,https://www.walmart.com/store/964-el-paso-tx,24/7,way,346316964
Walmart,Walmart,General Store,1,Walmart,TX,Ballinger,2005 Hutchings Avenue,76821,31.72042582857143,-99.9608277,+1 325-365-5731,https://www.walmart.com/store/1078-ballinger-tx,06:00-23:00,way,728246274
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,El Paso,8115 North Loop Drive,79907,31.728537,-106.345055,+1 915-629-0048,https://www.walmart.com/store/4415-el-paso-tx,Mo-Su 06:00-24:00,node,5315598044
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Brownwood,401 West Commerce Street,76801,31.731635267999994,-98.98166745200002,+1 325-643-9727,https://www.walmart.com/store/813-brownwood-tx,Mo-Su 06:00-23:00,way,727578168
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,El Paso,1551 North Zaragoza Road,79936,31.742459563157887,-106.28925530526315,+1 915-855-6840,https://www.walmart.com/store/3661-el-paso-tx,Mo-Su 06:00-24:00,way,735005553
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,El Paso,10727 Gateway Boulevard West,79935,31.75291997407407,-106.3399249518518,+1 915-594-0243,https://www.walmart.com/store/512-el-paso-tx,24/7,way,305986953
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,El Paso,1850 North Zaragoza Road,79936,31.755931671875,-106.27113095625002,+1 915-855-6405,https://www.walmart.com/store/2612-el-paso-tx,24/7,way,735005414
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,,,,,31.7764245625,-106.38391311249998,,,,way,740145991
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,El Paso,3000 Saul Kleinfeld Drive,79936,31.783243,-106.282976,+1 915-849-7796,https://www.walmart.com/store/5108-el-paso-tx,Mo-Su 06:00-24:00,node,5315597801
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,El Paso,3590 North Zaragoza Road,79938,31.79576771333333,-106.22983104,+1 915-342-9866,https://www.walmart.com/store/6813-el-paso-tx,Mo-Su 06:00-24:00,way,499332258
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,El Paso,12236 Montana Avenue,79938,31.805155282608705,-106.2622786478261,+1 915-255-4031,https://www.walmart.com/store/3763-el-paso-tx,24/7,way,172344111
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Odessa,2450 Northwest Loop 338,79763,31.85634243793103,-102.41067353793102,+1 432-332-6016,https://www.walmart.com/store/2891-odessa-tx,06:00-23:00,way,183688020
Walmart Sam's Club Center,Walmart Sam's Club Center,General Store,1,,,,,,31.895375227272726,-102.3336392090909,,,,way,416722583
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Odessa,4210 John Ben Shepperd Parkway Boulevard,79762,31.89539363999999,-102.33220726,+1 432-363-9663,https://www.walmart.com/store/537-odessa-tx,24/7,way,172603835
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,,,,,31.97415294,-102.07063574,,,,way,473169859
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Hillsboro,401 Coke Street,76645,32.004150042857134,-97.09986081904762,+1 254-582-2523,https://www.walmart.com/store/211-hillsboro-tx,24/7,way,439648750
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,,,,,32.02917848571428,-102.14811152857143,,,,way,521302987
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Stephenville,2765 West Washington Street,76401,32.20709716071429,-98.23785156785712,+1 254-965-7766,https://www.walmart.com/store/610-stephenville-tx,24/7,way,120007801
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Big Spring,201 West Marcy Drive,79720,32.22803049629629,-101.4680468148148,+1 432-267-3363,https://www.walmart.com/store/513-big-spring-tx,24/7,way,292330280
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Ennis,700 East Ennis Avenue,75119,32.333418631578944,-96.6205127368421,+1 972-875-9671,https://www.walmart.com/store/286-ennis-tx,06:00-23:00,way,717723617
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,,,,,32.3406731,-97.4158447,,,,node,12124768979
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,NM,Carlsbad,2401 South Canal Street,88220,32.394220127586216,-104.22294494137932,+1 575-885-0727,https://www.walmart.com/store/868-carlsbad-nm,24/7,way,192581877
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Eastland,1410 East Main Street,76448,32.4047467,-98.79300954285716,+1 254-629-3371,https://www.walmart.com/store/561-eastland-tx,24/7,way,625706848
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Abilene,4350 Southwest Drive,79606,32.41089076896553,-99.78193385172412,+1 325-695-3092,https://www.walmart.com/store/535-abilene-tx,24/7,way,544275263
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Waxahachie,1200 North US Highway 77,75165,32.41667506086957,-96.83805319130434,+1-972-937-3460,https://www.walmart.com/store/260-waxahachie-tx,Mo-Su 06:00-23:00,way,512466433
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Granbury,735 East US Highway 377,76048,32.432245459090915,-97.7799475590909,+1 817-573-3791,https://www.walmart.com/store/371-granbury-tx,24/7,way,484381587
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,,,,,32.4536821,-100.3926573,,,,node,8489842554
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Abilene,1619 Ambler Avenue,79601,32.4734144,-99.73847611111113,+1 325-670-9014,https://www.walmart.com/store/5715/abilene-tx,Mo-Su 06:00-24:00,way,646685020
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Abilene,1650 Highway 351,79601,32.48075151111112,-99.69774885555556,+1 325-677-5584,https://www.walmart.com/store/536-abilene-tx,06:00-23:00,way,544501829
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Midlothian,400 North US Highway 67,76065,32.48520493548388,-97.00593965806452,+1 972-775-6755,https://www.walmart.com/store/4279-midlothian-tx,24/7,way,610257327
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,TX,Burleson,951 Southwest Wilshire Boulevard,76028,32.527959347368416,-97.3375951473684,+1 817-572-9574,https://www.walmart.com/store/220-burleson-tx,24/7,way,667757975
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Red Oak,100 Sourth Ryan Drive,75154,32.53422977407407,-96.81583715185188,+1 972-515-2062,https://www.walmart.com/store/3433-red-oak-tx,24/7,way,734600508
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Burleson,965 Northwest John Jones Drive,76028,32.53775478666666,-97.36146363333334,+1 817-840-4608,https://www.walmart.com/store/3653-burleson-tx,Mo-Su 06:00-23:00,way,1123770392
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Desoto,108 West Parkerville Road,75115,32.57343975384616,-96.8578547923077,+1 469-643-5012,https://www.walmart.com/store/7232/desoto-tx,Mo-Su 06:00-24:00,way,917487869
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Mansfield,930 North Walnut Creek Drive,76063,32.57630647999999,-97.12989728400002,+1 817-473-1189,https://www.walmart.com/store/284-mansfield-tx,24/7,way,433297410
Walmart,Walmart,General Store,1,Walmart,TX,Crowley,1301 East FM 1187,76036,32.57659142,-97.33653162,+1 817-297-4133,https://www.walmart.com/store/245-crowley-tx,05:00-23:00,way,909436478
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Crowley,1221 East FM 1187,76036,32.57706746896552,-97.3386815241379,+1 682-233-7834,https://www.walmart.com/store/3631-crowley-tx,24/7,way,544279620
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Cedar Hill,820 East Belt Line Road,75104,32.58820535,-96.92456135,+1 469-526-1214,https://www.walmart.com/store/3204/cedar-hill-tx,Mo-Su 06:00-24:00,way,691312993
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Lancaster,350 North Bluegrove Road,75146,32.5907251,-96.7866614,+1 214-459-9928,https://www.walmart.com/store/7224/lancaster-tx,Mo-Su 06:00-24:00,node,4815456905
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lancaster,150 North Interstate 35E,75146,32.592007068965515,-96.81932683103447,+1 972-223-9791,https://www.walmart.com/store/471-lancaster-tx,Mo-Su 06:00-24:00,way,132686466
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Desoto,951 West Belt Line Road,75115,32.592826452631584,-96.87987386842104,+1 972-223-1711,https://www.walmart.com/store/3432-desoto-tx,24/7,way,139586928
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Cedar Hill,621 Uptown Boulevard,75104,32.597266338095245,-96.9468566047619,+1 469-272-7344,https://www.walmart.com/store/3285-cedar-hill-tx,24/7,way,30817288
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Mansfield,2951 Matlock Road,76063,32.6051659923077,-97.11657351538462,+1 817-453-5616,https://www.walmart.com/store/2397-mansfield-tx,Mo-Su 06:00-24:00,way,665372222
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Fort Worth,7800 Summer Creek Drive,76123,32.62984927857143,-97.40752745714283,+1 682-312-1994,https://www.walmart.com/store/7251-fort-worth-tx,Mo-Su 06:00-24:00,way,496187069
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,,,,7800 Summer Creek Drive,,32.63085658,-97.40780128,,,,way,624651666
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Fort Worth,7451 McCart Avenue,76133,32.636432021052634,-97.36736274473684,+1 817-361-6032,https://www.walmart.com/store/2978-fort-worth-tx,24/7,way,504081820
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Arlington,735 West Sublett Road,76017,32.64568857272727,-97.11765302727272,+1 817-557-8001,https://www.walmart.com/store/2977-arlington-tx,Mo-Su 06:00-24:00,way,666200038
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Dallas,7075 West Wheatland Road,75249,32.6496425631579,-96.94430495263155,+1 469-608-6228,https://www.walmart.com/store/5810-dallas-tx,24/7,way,860433243
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Arlington,5401 Park Springs Boulevard,76017,32.659506192307695,-97.1652122,+1 817-466-8217,https://www.walmart.com/store/3870-arlington-tx,Mo-Su 06:00-24:00,way,666776386
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Fort Worth,6300 Oakmont Boulevard,76132,32.66452290983606,-97.40571955737704,+1 817-263-4065,https://www.walmart.com/store/590-fort-worth-tx,24/7,way,40810665
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Arlington,4800 Us 287 Highway,76017,32.666836490476186,-97.20908851904764,+1 817-563-1005,https://www.walmart.com/store/3284-arlington-tx,24/7,way,713260349
Walmart,Walmart,General Store,1,Walmart,,,,,32.6680279,-97.1334051,,https://www.walmart.com/store/2466-arlington-tx,,node,12241979666
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Arlington,4801 South Cooper Street,76017,32.668508366666664,-97.13203852857144,+1 817-465-1000,https://www.walmart.com/store/1801-arlington-tx,Mo-Su 06:00-23:00,way,49707398
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Grand Prairie,2225 West Interstate 20,75052,32.673586647058826,-97.035917,+1 972-660-4200,https://www.walmart.com/store/896-grand-prairie-tx,24/7,way,667264938
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Benbrook,8840 Benbrook Boulevard,76126,32.678030451612905,-97.468114883871,+1 682-233-6820,https://www.walmart.com/store/4509-benbrook-tx,24/7,way,323189274
Walmart Supercenter,Walmart Vision Center; Walmart Supercenter,Supercenter; Vision Center,2,Walmart,TX,Dallas,200 Short Boulevard,75232,32.68382063913043,-96.82518195652176,+1 972-232-6400,https://www.walmart.com/store/3014-dallas-tx,Mo-Su 06:00-24:00,way,473412570
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,TX,Snyder,5110 College Avenue,79549,32.690820427272726,-100.91747534545456,+1 325-573-1967,https://www.walmart.com/store/1272-snyder-tx,06:00-23:00,way,729193735
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Fort Worth,6756 West Vickery Boulevard,76116,32.703367,-97.428115,+1 817-732-2130,https://www.walmart.com/store/3419-fort-worth-tx,Mo-Su 06:00-24:00,node,5315598310
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Fort Worth,717 West Berry Street,76110,32.704645781818186,-97.33215386363636,+1 817-840-0262,https://www.walmart.com/store/3135-fort-worth-tx,Mo-Su 06:00-24:00,way,499979638
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,,,,,32.706345,-97.0212556,,,,node,10271927226
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Pantego,2610 West Pioneer Parkway,76013,32.708505,-97.150711,+1 817-303-4468,https://www.walmart.com/store/3594-pantego-tx,Mo-Su 06:00-24:00,node,5315598254
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,TX,Fort Worth,2900 Renaissance Square,76105,32.710820336842104,-97.2835537105263,+1 817-900-1909,https://www.walmart.com/store/3044-fort-worth-tx,Mo-Su 06:00-24:00,way,503802799
Walmart,Walmart,General Store,1,Walmart,TX,Seminole,2000 Hobbs Highway,79360,32.7249201,-102.6666609,+1 432-758-9225,https://www.walmart.com/store/626-seminole-tx,Mo-Su 07:00-22:00,node,5315596609
Walmart Supercenter,Walmart Supercenter; Walmart Auto Center; Walmart Garden Center,Auto Care; General Store; Supercenter,3,Walmart,TX,Weatherford,1836 South Main Street,76086,32.73179672413793,-97.7947612724138,+1 817-594-9193,https://www.walmart.com/store/963-weatherford-tx,24/7,way,363608378
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,TX,Balch Springs,12300 Lake June Road,75180,32.73200805909091,-96.61547950454546,+1 972-286-8600,https://www.walmart.com/store/1118-balch-springs-tx,24/7,way,698973771
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,NM,Hobbs,3800 North Lovington Highway,88240,32.7434188030303,-103.16020646969696,+1 575-492-0120,https://www.walmart.com/store/549-hobbs-nm,24/7,way,194874522
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Arlington,915 East Randol Mill Road,76011,32.75099815333333,-97.09543394,+1 817-274-1040,https://www.walmart.com/store/5416-arlington-tx,24/7,way,96988472
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Westworth Village,6770 Westworth Boulevard,76114,32.755027125,-97.43390767,+1 817-570-9538,https://www.walmart.com/store/940-westworth-village-tx,24/7,way,28320343
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Hudson Oaks,2801 East Interstate 20 Frontage Road,76087,32.7559137,-97.70945770454546,+1 817-599-7490,https://www.walmart.com/store/3431-hudson-oaks-tx,24/7,way,577898609
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Dallas,2827 South Buckner Boulevard,75227,32.760024853846154,-96.68450195384617,+1 214-775-0787,https://www.walmart.com/store/3015-dallas-tx,Mo-Su 06:00-24:00,way,673148729
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Breckenridge,3800 West Walker Street,76424,32.76190352857143,-98.94679062857143,+1 254-559-6579,https://www.walmart.com/store/438-breckenridge-tx,24/7,way,856951566
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Dallas,1521 North Cockrell Hill Road,75211,32.76283299032258,-96.89693793548388,+1 214-330-7249,https://www.walmart.com/store/5147-dallas-tx,Mo-Su 06:00-24:00,way,29190522
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Fort Worth,8500 Anderson Boulevard,76120,32.764471863333334,-97.16892515666667,+1 817-276-9021,https://www.walmart.com/store/1455-fort-worth-tx,Mo-Su 06:00-23:00,way,73208074
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Fort Worth,9500 Clifford Street,76108,32.76547208387097,-97.4842156064516,+1 817-367-0042,https://www.walmart.com/store/3773-fort-worth-tx,24/7,way,468745278
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Arlington,2121 North Collins Street,76011,32.768116688000006,-97.09558635600004,+1 817-505-1386,https://www.walmart.com/store/5613-arlington-tx,Mo-Su 06:00-24:00,way,646480725
Walmart Convenience Store,Walmart Convenience Store,General Store,1,,TX,Mesquite,2001 Military Parkway,75149,32.76876462,-96.6293408,,,,way,685034447
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Mesquite,1951 Military Parkway,75149,32.769258323076926,-96.6283288846154,+1 469-357-5454,https://www.walmart.com/store/5824-mesquite-tx,Mo-Su 06:00-23:00,way,661174450
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Fort Worth,3851 Airport Freeway,76111,32.77462034333334,-97.292264695,+1 817-759-2047,https://www.walmart.com/store/5312-fort-worth-tx,24/7,way,497759714
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Fort Worth,2245 Jacksboro Highway,76114,32.782140586956515,-97.3808725347826,+1 817-569-6238,https://www.walmart.com/store/4165-fort-worth-tx,Mo-Su 06:00-24:00,way,505351823
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Mesquite,200 US Highway 80,75149,32.788749696969695,-96.59892215757576,+1 972-329-0191,https://www.walmart.com/store/789-mesquite-tx,24/7,way,673924865
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Dallas,7401 Samuell Boulevard,75228,32.793891999999985,-96.6896488846154,+1 214-319-2616,https://www.walmart.com/store/2667-dallas-tx,Mo-Su 06:00-24:00,way,465693219
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Dallas,2305 North Central Expressway,75204,32.80067937037037,-96.79404714444443,+1 214-953-0460,https://www.walmart.com/store/3341-dallas-tx,24/7,way,221394561
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lake Worth,6360 Lake Worth Boulevard,76135,32.81230191379311,-97.4261288862069,+1 817-237-0400,https://www.walmart.com/store/972-lake-worth-tx,24/7,way,361085765
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Mesquite,915 North Town East Boulevard,75150,32.81311917272728,-96.60993267272728,+1 972-613-4253,https://www.walmart.com/store/2976-mesquite-tx,24/7,way,669793749
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Richland Hills,6604 Boulevard 26,76180,32.813664753846155,-97.23919987692308,+1 682-757-9057,https://www.walmart.com/store/6578/richland-hills-tx,Mo-Su 06:00-24:00,way,679318506
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Mineral Wells,601 FM 1821 North,76067,32.81385931538462,-98.08599949230766,+1 940-325-7808,https://www.walmart.com/store/804-mineral-wells-tx,06:00-23:00,way,375932926
Walmart Convenience Store,Walmart Convenience Store,General Store,1,,,,,,32.824021900000005,-97.18386616,,,,way,591142972
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Hurst,720 West Pipeline Road,76053,32.82486407142857,-97.18492214285712,+1 817-799-3526,https://www.walmart.com/store/7347-hurst-tx,Mo-Su 06:00-24:00,way,591142971
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Irving,4100 West Airport Freeway,75062,32.83497313684209,-97.00653127105262,+1 972-313-0707,https://www.walmart.com/store/880-irving-tx,Mo-Su 06:00-24:00,way,61602018
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Dallas,2275 Gus Thomasson Road,75228,32.83592754375,-96.67640440312498,+1 214-660-9579,https://www.walmart.com/store/5021-dallas-tx,Mo-Su 06:00-24:00,way,680601182
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Garland,555 West Interstate 30,75043,32.842355052,-96.597456664,+1 972-303-5865,https://www.walmart.com/store/3224-garland-tx,24/7,way,267160468
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,North Richland Hills,6401 Northeast Loop 820,76180,32.84259377241379,-97.24601455862071,+1 817-577-2100,https://www.walmart.com/store/807/north-richland%20hill-tx/whats-new,24/7,way,670793683
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Bedford,2108 Bedford Road,76021,32.84344912631579,-97.13210884736844,+1 817-283-9841,https://www.walmart.com/store/3392-bedford-tx,Mo-Su 06:00-24:00,way,663947681
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Hurst,1732 Precinct Line Road,76054,32.84700737931034,-97.18390093103449,+1 817-503-7152,https://www.walmart.com/store/5080-hurst-tx,24/7,way,668007478
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,NM,Artesia,604 North 26th Street,88210,32.84790268275862,-104.42686726206897,+1 575-746-2184,https://www.walmart.com/store/3427-artesia-nm,24/7,way,461586973
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Dallas,9410 Webb Chapel Road,75220,32.86218606538461,-96.85706215,+1 972-629-0007,https://www.walmart.com/store/5889-dallas-tx,Mo-Su 06:00-24:00,way,475706099
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,,,,,32.8622438,-96.7548637,,,,node,9178791542
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Garland,1801 Marketplace Drive,75041,32.862948723809524,-96.65206296666666,+1 972-279-8700,https://www.walmart.com/store/1800-garland-tx,24/7,way,641434443
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Bedford,4101 Highway 121,76021,32.86450532580645,-97.10629213548386,+1 817-571-7929,https://www.walmart.com/store/1178-bedford-tx,24/7,way,316773165
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Garland,3959 Broadway Boulevard,75043,32.86480003333334,-96.60697550666669,+1 972-926-6215,https://www.walmart.com/store/2975-garland-tx,Mo-Su 06:00-23:00,way,267162583
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Fort Worth,7401 Park Vista Boulevard,76137,32.87497399130436,-97.27073892608692,+1 817-605-0416,https://www.walmart.com/store/2979-fort-worth-tx,Mo-Su 06:00-24:00,way,499380320
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Colleyville,4904 Colleyville Boulevard,76034,32.88231972352941,-97.15718400000002,+1-817-770-8334,https://www.walmart.com/store/5614-colleyville-tx,Mo-Su 07:00-23:00,way,713506911
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Saginaw,1401 North Saginaw Boulevard,76179,32.882373564000005,-97.38686038,+1 817-306-1468,https://www.walmart.com/store/5316-saginaw-tx,24/7,way,479203822
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,NM,Alamogordo,233 South New York Avenue,88310,32.887306943478265,-105.95798872173911,+1 575-434-5870,https://www.walmart.com/store/1306-alamogordo-nm,24/7,way,127122749
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Keller,2130 Rufe Snow Drive,76248,32.89318270666667,-97.23999627333332,+1 817-427-0413,https://www.walmart.com/store/2981-keller-tx,Mo-Su 06:00-24:00,way,691719873
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Fort Worth,8520 North Beach Street,76244,32.895040187096775,-97.28694996451614,+1 817-514-9793,https://www.walmart.com/store/2980-fort-worth-tx,24/7,way,48974492
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Garland,1855 South Garland Avenue,75040,32.89655134615385,-96.64944142307694,+1 972-535-1192,https://www.walmart.com/store/4046-garland-tx,Mo-Su 06:00-24:00,way,645341216
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Azle,721 Boyd Road,76020,32.904137734375,-97.5460933,+1 817-270-5716,https://www.walmart.com/store/5359-azle-tx,24/7,way,1311916436
Walmart Supercenter,Walmart Supercenter; Walmart Auto Center,Auto Care; Supercenter,2,Walmart,TX,North Richland Hills,9101 North Tarrant Parkway,76182,32.90606216896551,-97.18987207241378,+1 817-605-1717,https://www.walmart.com/store/3274/north-richland%20hill-tx/whats-new,24/7,way,260290119
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Rowlett,2501 Lakeview Parkway,75088,32.910486892592594,-96.578028437037,+1 214-607-9839,https://www.walmart.com/store/3225-rowlett-tx,24/7,way,692452151
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Dallas,9382 Lyndon B Johnson Freeway,75243,32.91066926857142,-96.7388255285714,+1 972-437-9146,https://www.walmart.com/store/2427-dallas-tx,24/7,way,73228271
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Fort Worth,4536 Heritage Trace Parkway,76244,32.91310214615385,-97.28845304615383,+1 817-898-6071,https://www.walmart.com/store/3043/fort-worth-tx,Mo-Su 06:00-24:00,way,508238876
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,NM,Alamogordo,2401 Indian Wells Road,88310,32.91644347692307,-105.93083804615382,+1 575-812-7045,https://www.walmart.com/store/5726/alamogordo-nm,Mo-Su 06:00-24:00,way,400944132
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Irving,1635 Market Place Boulevard,75063,32.92067060000001,-96.967601345,+1 214-574-4517,https://www.walmart.com/store/2649-irving-tx,24/7,way,30177356
