name,brand,state,city,address,postcode,lat,lon,phone,website,opening_hours,type,id
Walmart Supercenter,Walmart,CO,Denver,7800 Smith Road,80207,39.76937073913044,-104.89729442608696,+1 720-941-0411,https://www.walmart.com/store/3533-denver-co,Mo-Su 06:00-24:00,way,130807103
Walmart,Walmart,CO,Frisco,840 Summit Boulevard,80443,39.587021740000004,-106.09620766500002,+1 970-668-3959,https://www.walmart.com/store/986-frisco-co,Mo-Su 06:00-24:00,way,131021954
Walmart Supercenter,Walmart,TX,Garland,5302 North Garland Avenue,75040,32.96271307586207,-96.64252632068964,+1 972-496-2711,https://www.walmart.com/store/1055-garland-tx,24/7,way,131157171
Walmart Supercenter,Walmart,CO,Commerce City,5990 Dahlia Street,80022,39.80469563478262,-104.92803968260868,+1 303-287-0600,https://www.walmart.com/store/2752-commerce-city-co,Mo-Su 06:00-24:00,way,131426333
Walmart Supercenter,Walmart,TX,Lancaster,150 North Interstate 35E,75146,32.592007068965515,-96.81932683103447,+1 972-223-9791,https://www.walmart.com/store/471-lancaster-tx,Mo-Su 06:00-24:00,way,132686466
Walmart Neighborhood Market,Walmart,KS,Liberal,712 North Western Avenue,67901,37.0455230875,-100.94254373749999,+1 620-417-7235,https://www.walmart.com/store/4628/liberal-ks/whats-new,Mo-Su 06:00-24:00,way,133686446
Walmart Supercenter,Walmart,TX,Bellmead,1521 North Interstate 35,76705,31.599929005882352,-97.10594515882352,+1 254-867-8084,https://www.walmart.com/store/1254-bellmead-tx,24/7,way,133885020
Walmart Supercenter,Walmart,TX,Round Rock,2701 South Interstate 35,78664,30.483223074999998,-97.67021151666665,+1 512-310-9024,https://www.walmart.com/store/475-round-rock-tx,24/7,way,134166853
Walmart Supercenter,Walmart,CO,Longmont,2514 Main Street,80504,40.20517025384615,-105.09905088461538,+1-303-774-7513,https://www.walmart.com/store/5370-longmont-co,Mo-Su 07:00-22:00; Tu 06:00-22:00,way,135158146
Walmart Supercenter,Walmart,TX,Austin,12900 North Interstate Highway 35 Service Road,78753,30.413346639999997,-97.67635051714286,+1 512-837-9886,https://www.walmart.com/store/3569-austin-tx,06:00-23:00,way,135181028
Walmart Supercenter,Walmart,TX,Desoto,951 West Belt Line Road,75115,32.592826452631584,-96.87987386842103,+1 972-223-1711,https://www.walmart.com/store/3432-desoto-tx,24/7,way,139586928
Walmart Supercenter,Walmart,NE,Hastings,3803 Osborne Drive West,68901,40.62437141304348,-98.3856332695652,+1 402-462-6000,https://www.walmart.com/store/1460-hastings-ne,24/7,way,140486224
Walmart Supercenter,Walmart,KS,Concordia,140 East College Drive,66901,39.55076075294118,-97.66029625882354,+1 785-243-2602,https://www.walmart.com/store/1282-concordia-ks,24/7,way,141913763
Walmart Supercenter,Walmart,NE,York,101 East David Drive,68467,40.82769058387097,-97.59354717096772,+1 402-362-3366,https://www.walmart.com/store/350-york-ne,24/7,way,142453306
Walmart Supercenter,Walmart,TX,Harker Heights,2020 Heights Drive,76548,31.070124732000004,-97.67424009200002,+1 254-699-1021,https://www.walmart.com/store/3319-harker-heights-tx,24/7,way,148132256
Walmart Neighborhood Market,Walmart,TX,San Angelo,1852 Sherwood Way,76901,31.454175963636363,-100.46144306363635,+1 325-276-6945,https://www.walmart.com/store/7220-san-angelo-tx,06:00-23:00,way,148512387
Walmart Supercenter,Walmart,CO,Westminster,9499 Sheridan Boulevard,80031,39.86812542222222,-105.05665870833334,+1 303-427-4882,https://www.walmart.com/store/2223-westminster-co,Mo-Su 06:00-24:00,way,151960439
Walmart Supercenter,Walmart,CO,Longmont,2285 East Ken Pratt Boulevard,80504,40.15840735849057,-105.04846284528303,+1 303-678-0803,https://www.walmart.com/store/905-longmont-co,24/7,way,152939220
Walmart Supercenter,Walmart,KS,Wichita,3030 North Rock Road,67226,37.738758704761906,-97.2418832142857,+1 316-636-4482,https://www.walmart.com/store/1507-wichita-ks,24/7,way,153046380
Walmart Supercenter,Walmart,TX,San Antonio,1603 Vance Jackson Road,78213,29.48824681,-98.5376419,+1 210-738-8218,https://www.walmart.com/store/5145-san-antonio-tx,24/7,way,158976827
Walmart Supercenter,Walmart,TX,San Antonio,5555 De Zavala Road,78249,29.564748800000007,-98.59608722424241,+1 210-558-2007,https://www.walmart.com/store/2599-san-antonio-tx,24/7,way,159212903
Walmart Supercenter,Walmart,SD,Vermillion,1207 Princeton Avenue,57069,42.79203554210526,-96.93634633157895,+1 605-624-0215,https://www.walmart.com/store/3734-vermillion-sd,Mo-Su 06:00-01:00,way,159358345
Walmart Supercenter,Walmart,TX,San Antonio,11210 Potranco Road,78253,29.43380983928571,-98.71362949642857,+1-210-679-7184,https://www.walmart.com/store/3888-san-antonio-tx,24/7,way,164474316
Walmart Supercenter,Walmart,SD,Yankton,3001 Broadway Avenue,57078,42.907437787878784,-97.40094697575758,+1 605-665-1425,https://www.walmart.com/store/1483-yankton-sd,24/7,way,167708129
Walmart,,,,,,28.6344287875,-106.119584375,,,,way,168058573
Walmart Supercenter,Walmart,TX,San Antonio,8030 Bandera Road,78250,29.518568676470586,-98.63338280588233,+1 210-520-6517,https://www.walmart.com/store/5146-san-antonio-tx,24/7,way,169051187
Walmart Supercenter,Walmart,TX,Denison,401 North Highway 75,75020,33.759242604761916,-96.58779294285713,+1 903-465-9744,https://www.walmart.com/store/147-denison-tx,24/7,way,171969943
Walmart Supercenter,Walmart,TX,El Paso,12236 Montana Avenue,79938,31.805155282608702,-106.2622786478261,+1 915-255-4031,https://www.walmart.com/store/3763-el-paso-tx,24/7,way,172344111
Walmart Supercenter,Walmart,TX,Odessa,4210 John Ben Shepperd Parkway Boulevard,79762,31.89539363999999,-102.33220725999999,+1 432-363-9663,https://www.walmart.com/store/537-odessa-tx,24/7,way,172603835
Walmart Supercenter,Walmart,KS,Salina,2900 South 9th Street,67401,38.78545822972972,-97.6149599918919,+1 785-825-6800,https://www.walmart.com/store/558-salina-ks,24/7,way,174500967
Walmart Supercenter,Walmart,TX,Austin,5017 West US Highway 290 Service Road,78735,30.232381054166666,-97.82329197916665,+1 512-892-6086,https://www.walmart.com/store/2133-austin-tx,24/7,way,175672482
Walmart Supercenter,Walmart,TX,Kerrville,1216 Junction Highway,78028,30.062597020000002,-99.16707156000001,+1 830-895-7900,https://www.walmart.com/store/508-kerrville-tx,24/7,way,178409778
Walmart Supercenter,Walmart,OK,Oklahoma City,1801 Belle Isle Boulevard,73118,35.52628964583333,-97.53938481249999,+1 405-841-6502,https://www.walmart.com/store/2804-oklahoma-city-ok,Mo-Su 06:00-23:00,way,181551093
Walmart Supercenter,Walmart,OK,Oklahoma City,7800 Northwest Expressway,73132,35.562780193939396,-97.65411940909088,+1 405-773-2625,https://www.walmart.com/store/622-oklahoma-city-ok,Mo-Su 06:00-23:00,way,182877032
Walmart Supercenter,Walmart,CO,Colorado Springs,8250 Razorback Road,80920,38.94974765238096,-104.79999487142857,+1-719-593-2300,https://www.walmart.com/store/1896-colorado-springs-co,24/7,way,183686855
Walmart Supercenter,Walmart,TX,Odessa,2450 Northwest Loop 338,79763,31.85634243793103,-102.41067353793102,+1 432-332-6016,https://www.walmart.com/store/2891-odessa-tx,06:00-23:00,way,183688020
Walmart Neighborhood Market,Walmart,OK,Oklahoma City,2217 Northwest 23rd Street,73107,35.49453716111112,-97.55057074444443,+1 405-521-1431,https://www.walmart.com/store/3615-oklahoma-city-ok,Mo-Su 06:00-24:00,way,184101572
Walmart Supercenter,Walmart,TX,Seguin,550 South Highway 123 Bypass,78155,29.565353820000006,-97.94477475999999,+1 830-372-5993,https://www.walmart.com/store/901-seguin-tx,24/7,way,184995785
Walmart Supercenter,Walmart,TX,Waco,4320 Franklin Avenue,76710,31.521374573913047,-97.16577155652173,+1 254-751-0464,https://www.walmart.com/store/939-waco-tx,24/7,way,188426179
Walmart Supercenter,Walmart,TX,Austin,710 East Ben White Boulevard,78704,30.221326523809516,-97.75407067142858,+1 512-443-6601,https://www.walmart.com/store/1253-austin-tx,06:00-23:00,way,188590079
Walmart Supercenter,Walmart,NE,Sidney,3001 Silverberg Drive,69162,41.116828600000005,-102.94481202,+1 308-254-9138,https://www.walmart.com/store/5170-sidney-ne,24/7,way,191659435
Walmart Neighborhood Market,Walmart,CO,Denver,1442 South Parker Road,80231,39.69034927,-104.88875489,+1 303-481-0182,https://www.walmart.com/store/3128-denver-co,Mo-Su 06:00-24:00,way,192024160
Walmart Supercenter,Walmart,OK,Guthrie,1608 South Division Street,73044,35.8628825375,-97.422473975,+1 405-282-7900,https://www.walmart.com/store/108-guthrie-ok,24/7,way,192336595
Walmart Supercenter,Walmart,NM,Carlsbad,2401 South Canal Street,88220,32.394220127586216,-104.22294494137931,+1 575-885-0727,https://www.walmart.com/store/868-carlsbad-nm,24/7,way,192581877
Walmart Neighborhood Market,Walmart,OK,The Village,9320 North Pennsylvania Place,73120,35.56504352,-97.5474828,+1 405-840-8435,https://www.walmart.com/store/5286/the-village-ok,Mo-Su 06:00-24:00,way,193072366
Walmart Supercenter,Walmart,NM,Roswell,4500 North Main Street,88201,33.44976174444445,-104.52657366666666,+1 575-623-2062,https://www.walmart.com/store/611-roswell-nm,24/7,way,193980146
Walmart Supercenter,Walmart,CO,Colorado Springs,1575 Space Center Drive,80915,38.85455941290323,-104.72213562258064,+1-719-597-7414,https://www.walmart.com/store/3582-colorado-springs-co,24/7,way,194243124
Walmart Supercenter,Walmart,CO,Colorado Springs,707 South 8th Street,80905,38.82349176206897,-104.83776742413794,+1-719-633-0736,https://www.walmart.com/store/1434-colorado-springs-co,Mo-Su 06:00-23:00,way,194528401
Walmart Supercenter,Walmart,NM,Hobbs,3800 North Lovington Highway,88240,32.7434188030303,-103.16020646969696,+1 575-492-0120,https://www.walmart.com/store/549-hobbs-nm,24/7,way,194874522
Walmart Supercenter,Walmart,NE,Lincoln,3400 North 85th Street,68507,40.84885667199999,-96.60180449199999,+1-402-466-0447,https://www.walmart.com/store/3823-lincoln-ne,Mo-Su 06:00-22:00,way,195040388
Walmart Supercenter,Walmart,TX,Denton,2750 West University Drive,76201,33.233050811764706,-97.16821112941176,+1 940-735-3119,https://www.walmart.com/store/4627-denton-tx,24/7,way,196483558
Walmart Garden Center,Walmart,,,4700 North 27th Street,68504,40.857622580000005,-96.67839808,,,,way,197626721
Walmart Supercenter,Walmart,NE,Lincoln,4700 North 27th Street,68521,40.85809669166668,-96.67776561111113,+1 402 438 4377,https://www.walmart.com/store/1943-lincoln-ne,24/7,way,197626744
Walmart Supercenter,Walmart,TX,Cleburne,1616 West Henderson Street,76033,32.341050995238106,-97.41532734523807,+1 817-645-1575,https://www.walmart.com/store/228-cleburne-tx,06:00-23:00,way,198106110
Walmart Supercenter,Walmart,KS,Winfield,2202 Pike Road,67156,37.22719957777778,-96.99285105000001,+1 620-221-6233,https://www.walmart.com/store/369-winfield-ks,24/7,way,198396319
Walmart Supercenter,Walmart,TX,Del Rio,2410 Dodson Avenue,78840,29.395514362068965,-100.90118967931035,+1 830-774-6034,https://www.walmart.com/store/447-del-rio-tx,06:00-23:00,way,199539017
Walmart Supercenter,Walmart,CO,Thornton,7101 East 128th Avenue,80602,39.93099855,-104.90608618181818,+1 303-209-4339,https://www.walmart.com/store/4567-brighton-co,24/7,way,201070895
Walmart Garden Center,,,,2202 Pike Road,67156,37.227811839999994,-96.9932858,,,,way,202908642
Walmart Supercenter,Walmart,KS,Arkansas City,2701 North Summit Street,67005,37.089791830303035,-97.04292577575758,+1 620-442-2063,https://www.walmart.com/store/978-arkansas-city-ks,24/7,way,203542546
Walmart Supercenter,Walmart,CO,Evergreen,952 Swede Gulch Road,80439,39.700998606666666,-105.32744300666667,+1 303-526-1649,https://www.walmart.com/store/2293-evergreen-co,Mo-Su 06:00-23:00,way,203936466
Walmart Supercenter,Walmart,CO,Parker,11101 South Parker Road,80134,39.51362731162791,-104.76847883720933,+1 303-805-0029,https://www.walmart.com/store/2892-parker-co,24/7,way,204892400
Walmart Supercenter,Walmart,CO,Colorado Springs,3201 East Platte Avenue,80909,38.83753359333334,-104.77027096333336,+1-719-578-9164,https://www.walmart.com/store/1200-colorado-springs-co,Mo-Su 05:00-24:00,way,205717296
Walmart Supercenter,Walmart,KS,Hutchinson,1905 East 17th Avenue,67501,38.07038426764706,-97.89231698529413,+1 620-669-9090,https://www.walmart.com/store/794-hutchinson-ks,24/7,way,207092178
Walmart,Walmart,NM,Santa Fe,3251 Cerrillos Road,87507,35.652307005263154,-105.99972814736843,+1 505-474-4727,https://www.walmart.com/store/829-santa-fe-nm,Mo-Su 06:00-24:00,way,208182158
Walmart Supercenter,Walmart,OK,El Reno,2400 South Country Club Road,73036,35.511445195238096,-97.97594471428573,+1 405-262-7354,https://www.walmart.com/store/227-el-reno-ok,24/7,way,208566671
Walmart Neighborhood Market,Walmart,CO,Colorado Springs,665 North Murray Boulevard,80915,38.84305032352941,-104.74696056470587,+1-719-596-1294,https://www.walmart.com/store/3083-colorado-springs-co,Mo-Su 06:00-24:00,way,208663047
Walmart Supercenter,Walmart,TX,Dallas,6185 Retail Road,75231,32.86276783913045,-96.75464303913043,+1 972-656-2196,https://www.walmart.com/store/5823-dallas-tx,Mo-Su 06:00-23:00,way,210908130
Walmart Supercenter,Walmart,TX,San Antonio,3302 Southeast Military Drive,78223,29.348332760606063,-98.43370439696969,+1 210-337-1946,https://www.walmart.com/store/5245-san-antonio-tx,06:00-23:00,way,211124651
Walmart Supercenter,Walmart,CO,Westminster,7155 Sheridan Boulevard,80003,39.825188730952384,-105.05603100476189,+1 303-487-1412,https://www.walmart.com/store/3824-westminster-co,Mo-Su 06:00-24:00,way,212907153
Walmart Supercenter,Walmart,NE,Seward,1326 280th Road,68434,40.876545414285715,-97.09875495714286,+1 402-643-6631,https://www.walmart.com/store/885-seward-ne,24/7,way,213025577
Walmart Supercenter,Walmart,CO,Castle Rock,133 Sam Walton Lane,80104,39.405999400000006,-104.86083211034483,+1 303-688-8200,https://www.walmart.com/store/984-castle-rock-co,Mo-Su 05:00-24:00,way,220411854
Walmart Supercenter,Walmart,TX,Taylor,3701 North Main Street,76574,30.59885133333334,-97.41845463749998,+1 512-352-5505,https://www.walmart.com/store/77-taylor-tx,24/7,way,220947860
Walmart Supercenter,Walmart,CO,Brighton,60 West Bromley Lane,80601,39.969700914814815,-104.82387098518518,+1 303-659-1560,https://www.walmart.com/store/1659-brighton-co,24/7,way,220973144
Walmart Neighborhood Market,Walmart,TX,Dallas,2305 North Central Expressway,75204,32.80067937037037,-96.79404714444445,+1 214-953-0460,https://www.walmart.com/store/3341-dallas-tx,24/7,way,221394561
Walmart Supercenter,Walmart,TX,Plano,1700 Dallas Parkway,75093,33.02465929629629,-96.82800226296295,+1 972-931-9846,https://www.walmart.com/store/2086-plano-tx,24/7,way,221923132
Walmart Supercenter,Walmart,TX,Amarillo,4610 South Coulter Street,79119,35.15987139999999,-101.92343435263159,+1 806-354-9300,https://www.walmart.com/store/755-amarillo-tx,24/7,way,222720113
Walmart Supercenter,Walmart,TX,Plano,6001 North Central Expressway,75023,33.0564730275862,-96.69818338965518,+1 972-422-3000,https://www.walmart.com/store/1117-plano-tx,24/7,way,222842830
Walmart Supercenter,Walmart,OK,Norman,333 North Interstate Drive,73069,35.221796355172415,-97.48136508620689,+1 405-329-4000,https://www.walmart.com/store/212-norman-ok,Mo-Su 06:00-23:00,way,223299817
Walmart Supercenter,Walmart,CO,Highlands Ranch,6675 Business Center Drive,80130,39.562400996551716,-104.91083835172415,+1 303-683-3641,https://www.walmart.com/store/1252-highlands-ranch-co,06:00-23:00,way,224176438
Walmart Supercenter,Walmart,TX,Copperas Cove,2720 East Highway 190,76522,31.118085671428577,-97.87056245714285,+1 254-542-7600,https://www.walmart.com/store/381-copperas-cove-tx,24/7,way,225263774
Walmart Supercenter,Walmart,CO,Timnath,4500 Weitzel Street,80547-4416,40.526430265384604,-104.99053924999998,+1 970-484-0328,https://www.walmart.com/store/4599-timnath-co,24/7,way,226188434
Walmart Supercenter,Walmart,TX,Gainesville,1800 Lawrence Street,76240,33.645708479999996,-97.13567043200001,+1 940-668-6898,https://www.walmart.com/store/185-gainesville-tx,24/7,way,228018552
Walmart Supercenter,Walmart,TX,Amarillo,3700 East Interstate Drive,79103,35.18972519999999,-101.79365175714284,+1 806-342-3030,https://www.walmart.com/store/822-amarillo-tx,06:00-23:00,way,229337581
Walmart Supercenter,Walmart,CO,Fountain,6310 Highway 85,80817,38.74032417619048,-104.73671115238096,+1 719-391-1700,https://www.walmart.com/store/1273-fountain-co,Mo-Su 06:00-24:00,way,229953440
Walmart Supercenter,Walmart,WY,Cheyenne,2032 Dell Range Boulevard,82009,41.164077513636364,-104.79145879545453,+1 307-632-4330,https://www.walmart.com/store/1315-cheyenne-wy,24/7,way,230204427
Walmart Supercenter,Walmart,OK,Stillwater,4545 West 6th Avenue,74074,36.11415827999999,-97.11909599428573,+1 405-707-0744,https://www.walmart.com/store/4241-stillwater-ok,06:00-23:00,way,232565057
Walmart Supercenter,Walmart,OK,Sulphur,2705 West Broadway Avenue,73086,34.50392729,-97.00426408,+1 580-622-6146,https://www.walmart.com/store/225-sulphur-ok,Mo-Su 06:00-01:00,way,232664539
Walmart Supercenter,Walmart,CO,Sterling,1510 West Main Street,80751,40.626899048,-103.236559492,+1 970-522-0600,https://www.walmart.com/store/924-sterling-co,24/7,way,235004270
Walmart Supercenter,Walmart,OK,Stillwater,111 North Perkins Road,74075,36.12450037058824,-97.04837134705883,+1 405-372-2897,https://www.walmart.com/store/137-stillwater-ok,Mo-Su 06:00-23:00,way,236341715
Walmart Auto Center,,,,,,36.12369691,-97.04800763,,,Mo-Su 07:00-19:00,way,236344915
Walmart Garden Center,Walmart,,,,,36.123857955555565,-97.04866056666665,,,Mo-Su 06:00-00:00,way,236344947
Walmart Supercenter,Walmart,TX,Frisco,8555 Preston Road,75034,33.14707604651162,-96.80764513953488,+1 469-237-3768,https://www.walmart.com/store/5866-frisco-tx,24/7,way,236742849
Walmart Supercenter,Walmart,TX,Buda,690 Old San Antonio Road,78610,30.086856170588238,-97.8250592117647,+1 512-295-1670,https://www.walmart.com/store/4219-buda-tx,24/7,way,237847687
Walmart Supercenter,Walmart,OK,Oklahoma City,2000 West Memorial Road,73134,35.60478028235294,-97.54609830588235,+1 405-752-1900,https://www.walmart.com/store/1626-oklahoma-city-ok,Mo-Su 06:00-23:00,way,238022245
Walmart Neighborhood Market,Walmart,OK,Edmond,1301 East 2nd Street,73034,35.654028153846156,-97.46350066153845,+1 405-715-2587,https://www.walmart.com/store/2876-edmond-ok,Mo-Su 06:00-24:00,way,238024750
Walmart Supercenter,Walmart,OK,Cushing,3100 East Main Street,74023,35.987338763157894,-96.72148057368422,+1 918-225-0578,https://www.walmart.com/store/360-cushing-ok,24/7,way,241517936
Walmart Supercenter,Walmart,CO,Centennial,10900 East Briarwood Avenue,80112,39.590696092307695,-104.86169708653846,+1-303-706-0071,https://www.walmart.com/store/3313-centennial-co,24/7,way,242851832
Walmart Supercenter,Walmart,KS,Newton,1701 South Kansas Road,67114,38.02333585128205,-97.33899902564102,+1 316-284-0555,https://www.walmart.com/store/2428-newton-ks,24/7,way,255174534
Walmart Supercenter,Walmart,TX,San Antonio,8923 West Military Drive,78245,29.442826199999995,-98.64249310000001,+1-210-675-5092,https://www.walmart.com/store/2239-san-antonio-tx,24/7,way,257536842
Walmart Supercenter,Walmart,TX,Vernon,3800 US Highway 287 West,76384,34.163296957142855,-99.31019084285715,+1 940-552-8029,https://www.walmart.com/store/3229-vernon-tx,Mo-Su 06:00-24:00,way,258575142
Walmart Supercenter,Walmart,OK,Ponca City,1101 East Prospect Avenue,74601,36.74105604666667,-97.07212842666667,+1 580-762-0395,https://www.walmart.com/store/823-ponca-city-ok,24/7,way,258989607
Walmart Supercenter,Walmart,TX,Plano,8801 Ohio Drive,75024,33.09752123225805,-96.79951961935485,+1 972-731-9576,https://www.walmart.com/store/2883-plano-tx,24/7,way,259565922
Walmart Supercenter,Walmart,TX,North Richland Hills,9101 North Tarrant Parkway,76182,32.90606216896551,-97.18987207241378,+1 817-605-1717,https://www.walmart.com/store/3274/north-richland%20hill-tx/whats-new,24/7,way,260290119
Walmart Supercenter,Walmart,TX,Belton,2604 North Main Street,76513,31.082032956756763,-97.46054355675675,+1 254-939-0962,https://www.walmart.com/store/1232-belton-tx,06:00-23:00,way,262625930
Walmart Supercenter,Walmart,CO,Westminster,200 West 136th Avenue,80234,39.94046264583333,-104.99080647083333,+1 720-929-1758,https://www.walmart.com/store/3867-westminster-co,24/7,way,264675125
Walmart Supercenter,Walmart,WY,Casper,4400 East 2nd Street,82609,42.85120344545454,-106.26703894242422,+1 307-237-0991,https://www.walmart.com/store/1617-casper-wy,24/7,way,265112879
Walmart Supercenter,Walmart,TX,Gatesville,2805 Highway 36,76528,31.425089578125,-97.71300326249998,+1 254-865-8991,https://www.walmart.com/store/476-gatesville-tx,06:00-23:00,way,267024495
Walmart Supercenter,Walmart,TX,Garland,555 West Interstate 30,75043,32.842355052,-96.597456664,+1 972-303-5865,https://www.walmart.com/store/3224-garland-tx,24/7,way,267160468
Walmart Neighborhood Market,Walmart,TX,Garland,3959 Broadway Boulevard,75043,32.86480003333334,-96.60697550666667,+1 972-926-6215,https://www.walmart.com/store/2975-garland-tx,Mo-Su 06:00-23:00,way,267162583
Walmart Supercenter,Walmart,TX,Frisco,12220 Farm-to-Market Road 423,75033,33.179454082758625,-96.8838845413793,+1 469-362-8542,https://www.walmart.com/store/3777-frisco-tx,24/7,way,267430924
Walmart Supercenter,Walmart,TX,Fredericksburg,1435 East Main Street,78624,30.25505555882353,-98.85222941764704,+1 830-997-2633,https://www.walmart.com/store/1154-fredericksburg-tx,24/7,way,271810750
Walmart Supercenter,Walmart,TX,San Antonio,5025 Northwest Loop 410,78229,29.490095921052635,-98.587667,+1 210-523-1091,https://www.walmart.com/store/1235-san-antonio-tx,24/7,way,276333640
Walmart Supercenter,Walmart,TX,Schertz,6102 Natural Bridge Caverns Road,78154,29.604121499999998,-98.27517628064517,+1 210-651-8217,https://www.walmart.com/store/3391-schertz-tx,24/7,way,288845638
Walmart Supercenter,Walmart,CO,Aurora,14000 East Exposition Avenue,80012,39.701921095454544,-104.82625941818182,+1 303-368-1115,https://www.walmart.com/store/1492-aurora-co,Mo-Su 06:00-22:00,way,289313766
Walmart Supercenter,Walmart,KS,Great Bend,3503 10th Street,67530,38.35907052222222,-98.78750096666664,+1 620-792-3632,https://www.walmart.com/store/770-great-bend-ks,24/7,way,289494538
Walmart Supercenter,Walmart,TX,Plano,6000 Coit Road,75023,33.055531384000005,-96.76782577199998,+1 972-612-9637,https://www.walmart.com/store/2926-plano-tx,24/7,way,289960776
Walmart Supercenter,Walmart,TX,Victoria,9002 North Navarro Street,77904,28.878210434374996,-96.994085475,+1 361-573-0041,https://www.walmart.com/store/330-victoria-tx,24/7,way,291847574
Walmart Supercenter,Walmart,TX,Big Spring,201 West Marcy Drive,79720,32.22803049629629,-101.46804681481481,+1 432-267-3363,https://www.walmart.com/store/513-big-spring-tx,24/7,way,292330280
Walmart Supercenter,Walmart,CO,Broomfield,4651 West 121st Avenue,80020,39.91657343809524,-105.04649142380951,+1 303-217-9374,https://www.walmart.com/store/4288/broomfield-co,24/7,way,292810942
Walmart Supercenter,Walmart,TX,San Marcos,1015 State Highway 80,78666,29.883199280000003,-97.91208960499998,+1 512-353-0617,https://www.walmart.com/store/404-san-marcos-tx,24/7,way,293079449
Walmart Neighborhood Market,Walmart,OK,Oklahoma City,4420 South Western Avenue,73109,35.4213723631579,-97.52805560526319,+1 405-632-4497,https://www.walmart.com/store/5314-oklahoma-city-ok,24/7,way,293636729
Walmart,Walmart,TX,Pecos,1903 South Cedar Street,79772,31.4087985625,-103.4884464,+1 432-445-4231,https://www.walmart.com/store/898-pecos-tx,Mo-Su 06:00-24:00,way,294826003
Walmart Supercenter,Walmart,TX,Bowie,1341 East US Highway 287 North,76230,33.54053725714285,-97.83758321428571,+1 940-872-1166,https://www.walmart.com/store/271-bowie-tx,Mo-Su 06:00-24:00,way,299668108
Walmart Supercenter,Walmart,TX,San Antonio,5626 Walzem Road,78218,29.507595710344834,-98.37517349310346,+1 210-507-0650,https://www.walmart.com/store/2769-san-antonio-tx,Mo-Su 05:00-24:00,way,304564428
Walmart Neighborhood Market,Walmart,TX,Plano,3100 Custer Road,75075,33.0395059,-96.73133949374999,+1 972-244-6714,https://www.walmart.com/store/5657-plano-tx,Mo-Su 06:00-24:00,way,305868883
Walmart Supercenter,Walmart,TX,El Paso,10727 Gateway Boulevard West,79935,31.75291997407407,-106.33992495185181,+1 915-594-0243,https://www.walmart.com/store/512-el-paso-tx,24/7,way,305986953
Walmart Supercenter,Walmart,KS,El Dorado,301 South Village Road,67042,37.81475088378378,-96.8922782810811,+1 316-322-8100,https://www.walmart.com/store/186-el-dorado-ks,24/7,way,311570784
Walmart Supercenter,Walmart,TX,McKinney,5001 McKinney Ranch Parkway,75070,33.15619146666666,-96.68213455416668,+1 972-529-5046,https://www.walmart.com/store/5211-mckinney-tx,24/7,way,312168180
Walmart Supercenter,Walmart,TX,San Antonio,8500 Jones Maltsberger Road,78216,29.514849100000003,-98.48182143333334,+1 210-377-1899,https://www.walmart.com/store/2404-san-antonio-tx,24/7,way,314947381
Walmart Supercenter,Walmart,TX,Bedford,4101 Highway 121,76021,32.86450532580645,-97.10629213548386,+1 817-571-7929,https://www.walmart.com/store/1178-bedford-tx,24/7,way,316773165
Walmart Supercenter,Walmart,TX,San Antonio,4096 North Foster Road,78244,29.465207745161294,-98.3568836548387,+1 210-507-4958,https://www.walmart.com/store/3112-san-antonio-tx,Mo-Su 06:00-24:00,way,318439243
Walmart Supercenter,Walmart,TX,Benbrook,8840 Benbrook Boulevard,76126,32.678030451612905,-97.468114883871,+1 682-233-6820,https://www.walmart.com/store/4509-benbrook-tx,24/7,way,323189274
Walmart Supercenter,Walmart,OK,Norman,601 12th Avenue Northeast,73071,35.22664946451613,-97.42047773870969,+1 405-579-5203,https://www.walmart.com/store/2734-norman-ok,Mo-Su 06:00-23:00,way,323586831
Walmart Supercenter,Walmart,CO,Fort Morgan,1300 Barlow Road,80701,40.260811753571424,-103.76980397857143,+1 970-542-2272,https://www.walmart.com/store/5033-fort-morgan-co,24/7,way,324628880
Walmart Supercenter,Walmart,KS,Derby,2020 North Nelson Drive,67037,37.56886223333335,-97.2752246095238,+1 316-788-9400,https://www.walmart.com/store/592-derby-ks,24/7,way,325044162
Walmart Supercenter,Walmart,TX,Elgin,1320 West US Highway 290,78621,30.349557431578948,-97.39031876842105,+1 512-285-3397,https://www.walmart.com/store/3170-elgin-tx,06:00-23:00,way,325737491
Walmart Supercenter,Walmart,CO,Greeley,920 47th Avenue,80634,40.422749251351355,-104.75448751891889,+1 970-353-4231,https://www.walmart.com/store/5051-greeley-co,Mo-Su 06:00-24:00,way,326804855
Walmart Neighborhood Market,Walmart,TX,San Antonio,4226 De Zavala Road,78249,29.574437209999996,-98.56565382999997,+1 210-774-2734,https://www.walmart.com/store/5224-san-antonio-tx,Mo-Su 06:00-24:00,way,330317161
Walmart Supercenter,Walmart,TX,Round Rock,4700 East Palm Valley Boulevard,78665,30.53365570555555,-97.61150915,+1 512-218-1018,https://www.walmart.com/store/5480-round-rock-tx,24/7,way,333653916
Walmart Supercenter,Walmart,TX,Midland,200 East Interstate 20,79701,31.974609517241387,-102.0704879103448,+1 432-684-3910,https://www.walmart.com/store/3645-midland-tx,24/7,way,334103042
Walmart Supercenter,Walmart,NE,Lincoln,2500 Jamie Lane,68512,40.72935978125,-96.6848748875,+1 402-975-6171,https://www.walmart.com/store/2432-lincoln-ne,24/7,way,343553998
